id,name,sort_name,institution,country,region,research_area_1,research_area_2,keywords,website,website_2,career_stage,roster,notes,source
adams-rachel,"Adams, Rachel","adams, rachel","Univ California, Berkeley",US,North America,Ecology,Evolution,Indoor mycology; Microbial Ecology,,,Junior,faculty,,wrifo-workbook; airtable
aime-catherine,"Aime, Catherine","aime, catherine",Purdue Univ,US,North America,Plant Pathology,Evolution,Rust fungi; Evolution; Biodiversity; Biogeography,https://ag.purdue.edu/btny/Pages/Profile.aspx?strAlias=maime,,Intermediate,faculty,,wrifo-workbook; airtable
aitken-elizabeth-liz,"Aitken, Elizabeth (Liz)","aitken, elizabeth (liz)",University of Queensland,AU,Australia/NZ,Plant Pathology,Genetics/Genomics,Diagnostics,https://researchers.uq.edu.au/researcher/352,,Senior,faculty,,wrifo-workbook; airtable
alastruey-izquierdo-ana,"Alastruey-Izquierdo, Ana","alastruey-izquierdo, ana",Instituto de Salud Carlos III,ES,Europe,Medical Mycology,Genetics/Genomics,Azole resistance; genomics,https://www.isciii.es/QuienesSomos/CentrosPropios/CNM/Micologia/Paginas/default.aspx,,Intermediate,faculty,,wrifo-workbook; airtable
alcazar-fuoli-laura,"Alcazar-Fuoli, Laura","alcazar-fuoli, laura",Instituto de Salud Carlos III,ES,Europe,Medical Mycology,Genetics/Genomics,Azole resistance; genomics,https://www.isciii.es/QuienesSomos/CentrosPropios/CNM/Micologia/Paginas/default.aspx,,Junior,faculty,,wrifo-workbook; airtable
alexander-barbara,"Alexander, Barbara","alexander, barbara",Duke University,US,North America,Medical Mycology,Genetics/Genomics,,https://mgm.duke.edu/personnel/barbara-d-alexander-md-mhs,,Senior,faculty,,wrifo-workbook
andersen-birgitte,"Andersen, Birgitte","andersen, birgitte",Technical University of Denmark,DK,Europe,Biotechnology,Ecology,Indoor mycology; Mycotoxins; Biodiversity; Ascomycetes; Taxonomy,http://www.bio.dtu.dk/english/Research/Research-groups/Fungal_Degradation,,Intermediate,faculty,,wrifo-workbook; airtable
angela-maria-lopez,Angela María Lopez,angela maria lopez,Corporacion para Investigaciones Biologicas,CO,South America,Medical Mycology,,Paracoccidioides; Candida; Aspergillus,https://www.researchgate.net/profile/Angela-Lopez-9,,,faculty,,wrifo-workbook; airtable
arnold-a-elizabeth-betsy,"Arnold, A. Elizabeth (Betsy)","arnold, a. elizabeth (betsy)",Univ Arizona,US,North America,Ecology,Evolution,Endophytes; Evolution; Lichen,http://arnoldlab.net/,,Senior,faculty,,wrifo-workbook; airtable
arrieta-marie-claire,"Arrieta, Marie-Claire","arrieta, marie-claire",University of Calgary,CA,North America,Genetics/Genomics,Immunology,microbiome; metabolism; immunology,https://www.arrietalab.com/,,Junior,faculty,,wrifo-workbook; airtable
bachewich-catherine,"Bachewich, Catherine","bachewich, catherine",Concorida,CA,North America,Medical Mycology,Cell biology,Candida morphogenesis and Cell Cycle,https://www.concordia.ca/artsci/biology/faculty.html?fpid=catherine-bachewich,,Intermediate,faculty,,wrifo-workbook; airtable
ballini-elsa,"Ballini, Elsa","ballini, elsa",Montpellier SupAgro,FR,Europe,Plant Pathology,Genetics/Genomics,Magnaporthe oryzae; Rice blast; Genomics; Genetics; Nitrogen metabolism; Defense metabolism; Plant-Microbe interactions,https://www.researchgate.net/profile/Elsa_Ballini,,Intermediate,faculty,,wrifo-workbook; airtable
ballou-elizabeth,"Ballou, Elizabeth","ballou, elizabeth",Univ of Exeter,GB,Europe,Medical Mycology,Genetics/Genomics,Cell Biology; Titan cells; Cryptococcus; Rhizopus; endosymbionts,http://biosciences.exeter.ac.uk/staff/profile/?web_id=elizabeth_ballou,,Junior,faculty,,wrifo-workbook; airtable
banuett-flora,"Banuett, Flora","banuett, flora","California State University, Longbeach",US,North America,Cell biology,Cell biology,Ustilago maydis; genetics,http://web.csulb.edu/depts/biology/people/faculty.htm,,Senior,faculty,,wrifo-workbook; airtable
barber-amelia,"Barber, Amelia","barber, amelia","HKI, Leibniz",DE,Europe,Medical Mycology,Genetics/Genomics,Ecology; pathogenicity; bioinformatics,https://www.leibniz-hki.de/en/fungal-informatics.html,,Junior,faculty,,wrifo-workbook; airtable
barker-bridget,"Barker, Bridget","barker, bridget",N. Arizona Uni,US,North America,Medical Mycology,Genetics/Genomics,Coccidioides,https://www.valley-fever.com/,,Intermediate,faculty,,wrifo-workbook; airtable
barnes-irene,"Barnes, Irene","barnes, irene","Forestry and Agricultural Biotechnology Institute, Pretoria",ZA,Africa,Plant Pathology,Genetics/Genomics,Forest Pathology; Taxonomy; Phylogeny; Population genetics; Genomics; Mycosphaerellaceae; Ceratocystis,http://www.fabinet.up.ac.za/index.php/people-profile?profile=957,,Intermediate,faculty,,wrifo-workbook; airtable
beatriz-gomez,Beatriz Gomez,beatriz gomez,Universidad del Rosario,CO,South America,Medical Mycology,,Diagnostics; Paracoccidioides; Histoplasma,http://orcid.org/0000-0002-6641-1924,,Senior,faculty,,wrifo-workbook; airtable
beattie-sarah,"Beattie, Sarah","beattie, sarah",University of Iowa,US,North America,Medical Mycology,Biotechnology,Aspergillus; antifungals,https://labbeattie.prod.drupal.uiowa.edu/,,Junior,faculty,,wrifo-workbook
bell-pedersen-deborah,"Bell-Pedersen, Deborah","bell-pedersen, deborah",Texas A&M University,US,North America,Cell biology,Genetics/Genomics,Circadian Rythmn; Neurospora,http://www.bio.tamu.edu/index.php/texas-am-department-of-biology-2/faculty-deb-bell-pedersen/,,Senior,faculty,,wrifo-workbook; airtable
bennett-joan,"Bennett, Joan","bennett, joan",Rutgers University,US,North America,Biochemistry,Genetics/Genomics,Toxins; Aspergillus,http://plantbiopath.rutgers.edu/faculty/bennett/bennett.html,,Senior,faculty,,wrifo-workbook; airtable
benoit-isabelle,"Benoit, Isabelle","benoit, isabelle",Concordia,CA,North America,Biotechnology,Genetics/Genomics,Aspergillus,https://www.concordia.ca/artsci/biology/faculty.html.html?fpid=isabelle-benoit-gelber,,Junior,faculty,,wrifo-workbook; airtable
bensasson-douda,"Bensasson, Douda","bensasson, douda",University of Georgia,US,North America,Evolution,Genetics/Genomics,population genetics; bioinformatics; wild Saccharomyces; Candida,http://www.plantbio.uga.edu/directory/people/douda-bensasson,,Junior,faculty,,wrifo-workbook; airtable
berbee-mary,"Berbee, Mary","berbee, mary",Univ British Colombia,CA,North America,Evolution,Genetics/Genomics,Evolution; Mycology; Systematics; Chytrids,https://botany.ubc.ca/people/mary-berbee,,Senior,faculty,,wrifo-workbook; airtable
berch-shannon,"Berch, Shannon","berch, shannon","BC Ministry of Forests, Victoria",,North America,Ecology,Evolution,Mycorrhizae,https://botany.ubc.ca/people/shannon-berch,,Senior,faculty,,wrifo-workbook; airtable
berman-judith,"Berman, Judith","berman, judith",Tel Aviv University,IL,Europe,Cell biology,Genetics/Genomics,Chromosome Dynamics; Candida; Saccharomyces,https://en-lifesci.tau.ac.il/profile/jberman,,Senior,faculty,,wrifo-workbook; airtable
bertolini-maria-celia,"Bertolini, Maria Celia","bertolini, maria celia","Instituto de Química, UNESP",BR,South America,Biochemistry,Genetics/Genomics,Neurospora; glucose metabolism; transcription factor,,,Intermediate,faculty,,wrifo-workbook; airtable
bertuzzi-margherita,"Bertuzzi, Margherita","bertuzzi, margherita",University of Manchester,GB,Europe,Medical Mycology,Cell biology,,https://www.research.manchester.ac.uk/portal/margherita.bertuzzi.html,,Intermediate,faculty,,wrifo-workbook; airtable
beyhan-sinem,"Beyhan, Sinem","beyhan, sinem",J. Craig Venter Institute,US,North America,Medical Mycology,Genetics/Genomics,Histoplasma; heat shock; genomics,https://www.jcvi.org/about/sinem-beyhan,,Junior,faculty,,wrifo-workbook; airtable
bignell-elaine,"Bignell, Elaine","bignell, elaine",University of Exeter,GB,Europe,Medical Mycology,Genetics/Genomics,Med Micro; Aspergillus,http://biosciences.exeter.ac.uk/staff/profile/index.php?web_id=Elaine_Bignell,,Intermediate,faculty,,wrifo-workbook; airtable
biketova-alona-yuryevna-alyona,"Biketova, Alona Yuryevna (Alyona)","biketova, alona yuryevna (alyona)",University of Haifa,IL,Europe,Ecology,,,,,PhD,postdoc,,wrifo-workbook
blackwell-meredith,"Blackwell, Meredith","blackwell, meredith",Louisiana State Univ,,North America,Evolution,,Yeasts; Insect-Fungi; Evolution,,,Emeritus,faculty,,wrifo-workbook; airtable
blair-jaime,"Blair, Jaime","blair, jaime",Franklin & Marshall,,North America,Genetics/Genomics,Evolution,Phylogenetics; Genomics; Oomycetes,http://www.fandm.edu/jaime-blair,,Intermediate,faculty,,wrifo-workbook; airtable
boddy-lynne,"Boddy, Lynne","boddy, lynne",Cardiff University,GB,Europe,Ecology,Ecology,Wood decay; cord-forming nasidiomycetes,http://www.cardiff.ac.uk/people/view/81120-boddy-lynne,,Senior,faculty,,wrifo-workbook; airtable
bogar-laura,"Bogar, Laura","bogar, laura","University of California, Davis",US,North America,Ecology,Evolution,Mycorrhizal,https://biology.ucdavis.edu/people/laura-bogar,,Junior,faculty,,airtable
bonfante-paola,"Bonfante, Paola","bonfante, paola",Univ. Torino,IT,Europe,Cell biology,Genetics/Genomics,Plant-Microbe interactions; Arbuscular mycorrhizal fungi,http://naturali.campusnet.unito.it/do/docenti.pl/Show?_id=pbonfant,,Senior,faculty,,wrifo-workbook; airtable
borkovich-katherine,"Borkovich, Katherine","borkovich, katherine","Univ California, Riverside",,North America,Genetics/Genomics,Signaling,Signaling; Fungal Genetics; Neurospora,http://plantpath.ucr.edu/people/faculty/borkovich.html,,Senior,faculty,,wrifo-workbook; airtable
bousset-vaslin-lydia,"Bousset-Vaslin, Lydia","bousset-vaslin, lydia","INRA, Rennes",FR,Europe,Plant Pathology,Ecology,Leptosphaeria maculans; Phoma stem canker; Epidemiology; Modeling; Population biology; Metapopulations,https://www6.rennes.inra.fr/igepp_eng/Personnel/B/Bousset-Vaslin-Lydia,,Intermediate,faculty,,wrifo-workbook; airtable
boynton-primrose,"Boynton, Primrose","boynton, primrose",Wheaton College Massachusetts,US,North America,Evolution,Ecology,Wild yeast; evolution; Saccharomyces paradoxus,https://departments.wheatoncollege.edu/faculty/boynton-primrose/,,Junior,faculty,,wrifo-workbook; airtable
bradshaw-rosie,"Bradshaw, Rosie","bradshaw, rosie",Massey University,NZ,Australia/NZ,,,Fungal-plant interactions; Phytophtera; omics,http://www.massey.ac.nz/massey/learning/colleges/college-of-sciences/staff-list.cfm?stref=449130,,Senior,faculty,,wrifo-workbook; airtable
branco-sara,"Branco, Sara","branco, sara",University of Colorado-Denver,US,North America,Ecology,Evolution,Adaptation; Population Genomics; Comparative Genomics; Community Ecology; Fungal Diversity,https://saramayerbranco.wixsite.com/brancolab,,Junior,faculty,,wrifo-workbook; airtable
brand-alexandra,"Brand, Alexandra","brand, alexandra",Univ of Exeter,GB,Europe,Cell biology,Development,Med Micro; Candida,http://www.abdn.ac.uk/ims/research/microbiology/profiles/a.brand,,Intermediate,faculty,,wrifo-workbook; airtable
bransgrove-kaylene,"Bransgrove, Kaylene","bransgrove, kaylene",Queensland Plant Pathology Herbarium,,Australia/NZ,Evolution,Ecology,Taxonomy; phylogeny,http://collections.daf.qld.gov.au,,Junior,faculty,,wrifo-workbook; airtable
breen-susan,"Breen, Susan","breen, susan",Australian National University,,Australia/NZ,Plant Pathology,Cell biology,Plant Pathogen Interactions; Effectors; protein-protein interactions,http://biology.anu.edu.au/people/susan-breen,,Postdoc,postdoc,,wrifo-workbook
brem-rachel,"Brem, Rachel","brem, rachel",Buck Institute,,North America,Genetics/Genomics,Evolution,Genetics; Genomics; Saccharomyces,https://www.buckinstitute.org/bremLab,,Intermediate,faculty,,wrifo-workbook; airtable
brewer-marin,"Brewer, Marin","brewer, marin",Univ Georgia,US,North America,Plant Pathology,Genetics/Genomics,Evolution; Population genetics; Plant Pathology,http://plantpath.caes.uga.edu/personnel/faculty/Brewer.html,,Junior,faculty,,wrifo-workbook; airtable
brown-jessica,"Brown, Jessica","brown, jessica",Univ of Utah,US,North America,Genetics/Genomics,Medical Mycology,Med Micro; Cryptococcus,http://www.bioscience.utah.edu/faculty/molecular-biology-faculty/brown/,,Junior,faculty,,wrifo-workbook; airtable
burgess-treena,"Burgess, Treena","burgess, treena",Murdoch University,AU,Australia/NZ,Plant Pathology,Ecology,Phytophthora; phylogenetics; forest pathology; population genetics; landscape ecology,http://www.cpsm-phytophthora.org/,,Intermediate,faculty,Starts summer 2018,wrifo-workbook; airtable
busby-posy,"Busby, Posy","busby, posy",Oregon State,,North America,Ecology,Evolution,Plant-Fungal Ecology,http://posybusby.com,,Junior,faculty,,wrifo-workbook; airtable
buscaino-alessia,"Buscaino, Alessia","buscaino, alessia",Univ Kent,,Europe,Genetics/Genomics,Cell biology,Candida; chromatin; Epigenetics,https://www.kent.ac.uk/bio/profiles/staff/buscaino.html,,Junior,faculty,,wrifo-workbook; airtable
bushley-katheryn,"Bushley, Katheryn","bushley, katheryn",Univ of Minnesota,,North America,Genetics/Genomics,Biochemistry,Secondary Metabolites; Genomics; Tolypocladium,http://cbs.umn.edu/contacts/kathryn-bushley,,Junior,faculty,,wrifo-workbook; airtable
butler-geraldine,"Butler, Geraldine","butler, geraldine","Univ College, Dublin",IE,Europe,Genetics/Genomics,Cell biology,Evolution; Mating; Candida,http://www.ucd.ie/conway/research/researchers/conwayfellowsa-z/professorgeraldinebutler/,,Senior,faculty,,wrifo-workbook; airtable
callan-brenda,"Callan, Brenda","callan, brenda","BC Ministry of Forests, Victoria",,North America,Evolution,Plant Pathology,Taxonomy; Forest Pathology,https://cfs.nrcan.gc.ca/employes/vue/bcallan,,Senior,faculty,,wrifo-workbook; airtable
cano-liliana,"Cano, Liliana","cano, liliana",University of Florida,US,North America,Plant Pathology,Genetics/Genomics,oomycete-plant interactions,http://www.irrec.ifas.ufl.edu/cano/,,Junior,faculty,,wrifo-workbook; airtable
cantrell-sharon,"Cantrell, Sharon","cantrell, sharon",University Turabo,PR,North America,Ecology,Evolution,Taxonomy; systematics and evolution of fungi,https://psla.umd.edu/people/dr-priscila-chaverri,,Senior,faculty,,wrifo-workbook; airtable
carris-lori,"Carris, Lori","carris, lori","Washington State Univ, Pulmann",,North America,Plant Pathology,Evolution,Plant pathology; taxonomy,http://plantpath.wsu.edu/people/faculty/carris/,,Senior,faculty,,wrifo-workbook; airtable
carter-dee,"Carter, Dee","carter, dee",Sydney Univ,AU,Australia/NZ,Genetics/Genomics,Medical Mycology,Med Micro; Cryptococcus; Candida,https://sydney.edu.au/science/people/dee.carter.php,,Senior,faculty,,wrifo-workbook; airtable
castano-irene,"Castaño, Irene","castano, irene","Instituto Potosino de Investigación Científica y Tecnológica, IPICYT",MX,North America,Genetics/Genomics,Medical Mycology,Candida glabrata; virulence genes; mating genes,http://www.ipicyt.edu.mx/curricular/IreneBeatrizCasta%C3%B1oNavarro,,Senior,faculty,,wrifo-workbook; airtable
castlebury-lisa,"Castlebury, Lisa","castlebury, lisa",ARS Systematic Mycology Lab,,North America,Evolution,Plant Pathology,Taxonomy; phylogeny; pyrenomycetes,http://www.ars.usda.gov/pandp/people/people.htm?personid=10294,,Senior,faculty,,wrifo-workbook; airtable
castro-longoria-ernestina,"Castro-Longoria, Ernestina","castro-longoria, ernestina",CICESE,MX,North America,Cell biology,Biotechnology,Polarity factors; nanoparticles; Neurospora crassa,http://www.cicese.edu.mx/int/index.php?mod=persacd&dep=6801&op=fpa&numemp=2026,,Senior,faculty,,wrifo-workbook; airtable
catanzariti-ann-maree,"Catanzariti, Ann-Maree","catanzariti, ann-maree",Australian National University,,Australia/NZ,Plant Pathology,Cell biology,Plant Pathogen Interactions; Effectors; resistance genes,http://biology.anu.edu.au/people/ann-maree-catanzariti,,Postdoc,postdoc,,wrifo-workbook
chadha-sonia,"Chadha, Sonia","chadha, sonia",Bhabha Atomic Research Centre,IN,Asia,Plant Pathology,Biotechnology,Antifungal peptides; Phylogenomics; Evolution; Transposable Elements; Magnaporthe oryzae,https://www.researchgate.net/profile/Sonia-Chadha-2,,Intermediate,faculty,,wrifo-workbook; airtable
chapman-toni,"Chapman, Toni","chapman, toni",New South Wales Department of Primary Industries,,Australia/NZ,Plant Pathology,Genetics/Genomics,Diagnostics,,,Junior,faculty,,wrifo-workbook; airtable
chaudhary-bala,"Chaudhary, Bala","chaudhary, bala",Dartmouth University,US,North America,Ecology,,Biogeography of AMF; Mycorrhizae; Soil Ecology,https://balachaudhary.com,,Junior,faculty,,wrifo-workbook; airtable
chaverri-priscilla,"Chaverri, Priscilla","chaverri, priscilla",University of Maryland (US) & Universidad de Costa Rica,CR,North America,Plant Pathology,Evolution,Systematics; Trichoderma; Endophytes; Plant Pathology,https://psla.umd.edu/people/dr-priscila-chaverri,,Intermediate,faculty,,wrifo-workbook; airtable
cheeke-tanya,"Cheeke, Tanya","cheeke, tanya",Washington State University,US,North America,Ecology,Evolution,Ecology and evolution of plant-microbial interactions,https://tanyacheeke.com/,,Junior,faculty,,wrifo-workbook; airtable
chen-jiangye,"Chen, Jiangye","chen, jiangye",Shanghai Institutes for Biological Sciences,CN,Asia,Medical Mycology,Genetics/Genomics,Candida albicans development,http://www.sibcb.ac.cn/ePI.asp?id=53,,Senior,faculty,,wrifo-workbook; airtable
chen-wen,"Chen, Wen","chen, wen",Agriculture & Agri-Food Canada,CA,North America,Ecology,Evolution,Amplicon based metagenomics; bioinformatics,https://ca.linkedin.com/in/wenchenaafc,,Junior,faculty,,wrifo-workbook; airtable
childers-delma,"Childers, Delma","childers, delma",University of Aberdeen,GB,Europe,Genetics/Genomics,Medical Mycology,Candida; host-pathogen interactions,,,Junior,faculty,,wrifo-workbook; airtable
chowdhary-anuradha,"Chowdhary, Anuradha","chowdhary, anuradha",University of Delhi,IN,Asia,Medical Mycology,Genetics/Genomics,Antifungal resistance; molecular typing and epidemiology of emerging pathogenic fungi. Candida auris,http://www.vpci.org.in/pageLevel.php?id=11&cat=implinks&subid=47&subcat=implinks_sublinks_sublinks,,Intermediate,faculty,,wrifo-workbook; airtable
christensen-jenna,"Christensen, Jenna","christensen, jenna",Northwestern University,US,North America,Cell biology,Biochemistry,intracellular transport in filamentous fungi; Aspergillus nidulans,https://thechristensenlab.com/,,Junior,faculty,,wrifo-workbook
ciuffetti-lynda,"Ciuffetti, Lynda","ciuffetti, lynda",Oregon State University,US,North America,Plant Pathology,Genetics/Genomics,Plant Pathology; Pyrenophora,http://bpp.oregonstate.edu/ciuffetti,,Senior,faculty,,wrifo-workbook; airtable
cleary-michelle,"Cleary, Michelle","cleary, michelle",Swedish University of Agricultural Sciences,SE,Europe,Plant Pathology,Ecology,Forest Pathology; Population genetics; Invasive pathogens; Molecular diagnostics; Fungal community analysis; Ash dieback,http://www.slu.se/sv/institutioner/sydsvensk-skogsvetenskap/personal/michelle-cleary/,,Junior,faculty,,wrifo-workbook; airtable
coelho-carolina,"Coelho, Carolina","coelho, carolina",University of Exeter,GB,Europe,Medical Mycology,Immunology,Cryptococcus,http://biosciences.exeter.ac.uk/staff/profile/index.php?web_id=Carolina_Coelho,,Junior,faculty,,wrifo-workbook; airtable
constable-fiona,"Constable, Fiona","constable, fiona",Victorian Department of Environment and Primary Industries,,Australia/NZ,Plant Pathology,Genetics/Genomics,Diagnostics,,,Junior,faculty,,wrifo-workbook; airtable
coste-alix,"Coste, Alix","coste, alix","Univ Lausanne, Switzerland",CH,Europe,,,Candida; drug resistance mechanisms,https://applicationspub.unil.ch/interpub/noauth/php/Un/UnPers.php?PerNum=28682&LanCode=37,,Junior,faculty,,wrifo-workbook; airtable
cowen-leah,"Cowen, Leah","cowen, leah",Univ of Toronto,CA,North America,Cell biology,Medical Mycology,Genomics; Functional Genomics; Drug Resistance; Evolution; Candida,http://individual.utoronto.ca/cowen/,,Intermediate,faculty,,wrifo-workbook; airtable
crosthwaite-susan,"Crosthwaite, Susan","crosthwaite, susan",University of Manchester,GB,Europe,Genetics/Genomics,Signaling,Neurosora; circadian clock regulation,http://www.manchester.ac.uk/research/susan.crosthwaite/,,Intermediate,faculty,,wrifo-workbook; airtable
crouch-joanne,"Crouch, JoAnne","crouch, joanne",ARS Systematic Mycology Lab,US,North America,Evolution,Plant Pathology,Genomics; Phylogenetics; Systematics; Oomycete and Fungal emerging pathogens of grasses and ornamentals,http://www.ornamentalpathology.com/,,Intermediate,faculty,,wrifo-workbook; airtable
cunha-cristina,"Cunha, Cristina","cunha, cristina",University of Mino,PT,Europe,Medical Mycology,Genetics/Genomics,,http://www.icvs.uminho.pt/about-icvs/people/cristinacunha,,Junior,faculty,,wrifo-workbook; airtable
cuomo-christina,"Cuomo, Christina","cuomo, christina",Broad Inst.,US,North America,Genetics/Genomics,Medical Mycology,Comparative genomics; genome sequencing,https://www.broadinstitute.org/bios/christina-cuomo,,Senior,faculty,,wrifo-workbook; airtable
